,breadscrum,cod_item,cod_item_pai,nome,situacao,visibilidade_externa,monocratico,colegiado,presidente_vice,flg_papel,flg_eletronico,just_es_2grau,just_es_juizado_es,just_es_turmas,just_es_1grau_mil,just_es_2grau_mil,just_es_juizado_es_fp,just_tu_es_un,just_fed_1grau,just_fed_2grau,just_fed_juizado_es,just_fed_turmas,just_fed_nacional,just_fed_regional,just_trab_1grau,just_trab_2grau,just_trab_tst,just_trab_csjt,stf,stj,cjf,cnj,just_mil_uniao_1grau,just_mil_uniao_stm,just_mil_est_1grau,just_mil_est_tjm,just_elei_1grau,just_elei_2grau,just_elei_tse
580,1:193:385:12662,12662,385,Cassação do Registro de Candidatura,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
581,1:193:385:12663,12663,385,Cancelamento do Pedido de Registro de Candidatura,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
582,1:193:385:12664,12664,385,Movimentar Partido,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
583,1:193:385:12665,12665,385,Procedência da Impugnação (Registro Deferido),I,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
584,1:193:385:12661:12666,12666,12661,Procedência da Impugnação (Registro Deferido),A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S
585,1:193:385:12661:12667,12667,12661,Procedência da Impugnação (Registro Indeferido),A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
586,1:193:385:12661:12668,12668,12661,Procedência em Parte da Impugnação (Registro Deferido),A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
587,1:193:385:12661:12669,12669,12661,Procedência em Parte da Impugnação (Registro Indeferido),A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
588,1:193:385:12661:12670,12670,12661,Procedência em Parte da Impugnação (Registro Cancelado),A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
589,1:193:385:12661:12672,12672,12661,Procedência em Parte da Impugnação (Registro Cassado),A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
590,1:193:385:12661:12673,12673,12661,Não-Procedência da Impugnação (Registro Deferido),A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
591,1:193:385:12661:12674,12674,12661,Não-Procedência da Impugnação (Registro Indeferido),A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
592,1:193:385:12661:12675,12675,12661,Não-Procedência da Impugnação (Registro Cancelado),A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
593,1:193:385:12661:12676,12676,12661,Não-Procedência da Impugnação (Registro Cassado),A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
594,1:193:385:12661:12677,12677,12661,Procedência da Impugnação (Registro Cancelado),A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S
595,1:193:385:12678:12679,12679,12678,Provimento (Registro Deferido),A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
596,1:193:385:12678:12680,12680,12678,Provimento (Registro Indeferido),A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
597,1:193:385:12678:12681,12681,12678,Provimento (Registro Cancelado),A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S
598,1:193:385:12678:12682,12682,12678,Provimento (Registro Cassado),A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
599,1:193:385:12678:12683,12683,12678,Provimento (Registro Sem Julgamento),A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
600,1:193:385:12678:12684,12684,12678,Provimento em Parte (Registro Deferido),A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
601,1:193:385:12678:12685,12685,12678,Provimento em Parte (Registro Indeferido),A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
602,1:193:385:12678:12686,12686,12678,Provimento em Parte (Registro Cancelado),A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S
603,1:193:385:12678:12687,12687,12678,Provimento em Parte (Registro Cassado),A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
604,1:193:385:12678:12688,12688,12678,Provimento em Parte (Registro Sem Julgamento),A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
605,1:193:385:12678:12689,12689,12678,Não-Provimento (Registro Deferido),A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S
606,1:193:385:12678:12690,12690,12678,Não-Provimento (Registro Indeferido),A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
607,1:193:385:12678:12691,12691,12678,Não-Provimento (Registro Cancelado),A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
608,1:193:385:12678:12692,12692,12678,Não-Provimento (Registro Cassado),A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
609,1:193:385:12678:12693,12693,12678,Não-Provimento (Registro Sem Julgamento),A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
610,1:193:385:12678:12694,12694,12678,Acolhimento (Registro Deferido),A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S
611,1:193:385:12678:12695,12695,12678,Acolhimento (Registro Indeferido),A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
612,1:193:385:12678:12696,12696,12678,Acolhimento (Registro Cancelado),A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
613,1:193:385:12678:12697,12697,12678,Acolhimento (Registro Cassado),A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
614,1:193:385:12678:12698,12698,12678,Acolhimento (Registro Sem Julgamento),A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
615,1:193:385:12678:12699,12699,12678,Não-Acolhimento (Registro Deferido),A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
616,1:193:385:12678:12700,12700,12678,Não-Acolhimento (Registro Indeferido),A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
617,1:193:385:12678:12701,12701,12678,Não-Acolhimento (Registro Cancelado),A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
618,1:193:385:12678:12702,12702,12678,Não-Acolhimento (Registro Cassado),A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
619,1:193:385:12678:12703,12703,12678,Não-Acolhimento (Registro Sem Julgamento),A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S
620,1:193:385:12678:12704,12704,12678,Anulação de Acórdão (Registro Deferido),I,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
621,1:193:385:12678:12705,12705,12678,Anulação de Acórdão (Registro Indeferido),I,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
622,1:193:385:12678:12706,12706,12678,Anulação de Acórdão (Registro Cancelado),I,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
623,1:193:385:12678:12707,12707,12678,Anulação de Acórdão (Registro Cassado),I,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
624,1:193:385:12678:12708,12708,12678,Anulação de Acórdão (Registro Sem Julgamento),I,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S
625,1:193:218:12709:12710,12710,12709,Anulação de Acórdão (Registro Deferido),A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
626,1:193:218:12709:12711,12711,12709,Anulação de Acórdao (Registro Indeferido),A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
627,1:193:218:12709:12712,12712,12709,Anulação de Acórdão (Registro Cancelado),A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
628,1:193:218:12709:12713,12713,12709,Anulação de Acórdão (Registro Cassado),A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
629,1:193:218:12709:12714,12714,12709,Anulação de Acórdão (Registro Sem Julgamento),A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
630,1:193:218:12709:12715,12715,12709,Não Conhecimento (Registro Deferido),A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
631,1:193:218:12709:12716,12716,12709,Não Conhecimento (Registro Indeferido),A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
632,1:193:218:12709:12717,12717,12709,Não Conhecimento (Registro Cancelado),A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
633,1:193:218:12709:12718,12718,12709,Não Conhecimento (Registro Cassado),A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
634,1:193:218:12709:12719,12719,12709,Não Conhecimento (Registro Sem Julgamento),A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
635,1:193:218:12709:12720,12720,12709,Negação de Seguimento (Registro Deferido),A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
636,1:193:218:12709:12721,12721,12709,Negação de Seguimento (Registro Indeferido),A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
637,1:193:218:12709:12722,12722,12709,Negação de Seguimento (Registro Cancelado),A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
638,1:193:218:12709:12723,12723,12709,Negação de Seguimento (Registro Cassado),A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
639,1:193:218:12709:12724,12724,12709,Negação de Seguimento (Registro Sem Julgamento),A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S
640,1:3:378:12733,12733,378,Homologação do Acordo de Não Persecução Penal,A,N,N,N,N,N,N,S,S,S,S,S,N,,S,S,S,S,N,N,N,N,N,N,S,S,N,S,S,S,S,S,S,S,S
641,1:3:157:12734,12734,157,Revogação do Acordo de Não Persecução Penal,A,N,N,N,N,N,N,S,S,S,S,S,N,,S,S,S,S,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
642,1:193:385:973:12735,12735,973,Extinção de Punibilidade em Razão do Cumprimento de Acordo de Não Persecução Penal,A,N,N,N,N,N,N,S,S,S,S,S,N,,S,S,S,S,N,N,N,N,N,N,N,S,N,N,S,S,S,S,S,S,S
643,1:3:12736,12736,3,Unificação de Processos de Execução,A,N,N,N,N,N,N,S,S,S,S,S,N,N,S,S,S,S,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
644,1:3:157:12737,12737,157,Revogação da Suspensão Condicional do Processo,A,N,N,N,N,N,N,S,S,S,S,S,N,,S,S,S,S,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
645,1:193:385:12738,12738,385,Homologação de Transação Penal,A,N,N,N,N,N,N,S,S,S,S,S,N,,S,S,S,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
646,14:48:970:12739,12739,970,Admonitória,A,N,N,N,N,N,N,S,S,N,S,S,N,N,S,S,S,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
647,14:48:970:12740,12740,970,de Conciliação,A,N,N,N,N,N,N,S,S,S,S,S,S,N,S,S,S,S,N,N,S,S,S,N,S,S,N,N,N,N,S,S,N,N,N
648,14:48:970:12741,12741,970,de Acolhimento,A,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
649,14:48:970:12742,12742,970,de Custódia,A,N,N,N,N,N,N,S,S,N,S,S,N,N,S,S,S,N,N,N,N,N,N,N,S,S,N,N,S,S,S,N,S,S,N
650,14:48:970:12743,12743,970,de Interrogatório,A,N,N,N,N,N,N,S,S,S,S,S,N,N,S,S,S,S,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
651,14:48:970:12744,12744,970,de Justificação,A,N,N,N,N,N,N,S,S,S,S,S,N,N,S,S,S,S,N,N,S,S,S,N,S,S,N,N,N,N,S,S,S,S,S
652,14:48:970:12745,12745,970,do art. 16 da Lei 11.340,A,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,N,N,N,N,N,N,N,N,N
653,14:48:970:12746,12746,970,em Execução,A,N,N,N,N,N,N,S,S,N,S,S,N,N,S,S,S,N,N,N,S,S,S,N,S,S,N,N,N,N,S,S,S,S,S
654,14:48:970:12747,12747,970,Inicial,A,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S,N,N,N,N,N,N,N,N,N,N,N,N
655,14:48:970:12749,12749,970,de Instrução,A,N,N,N,N,N,N,S,S,S,S,S,S,N,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
656,14:48:970:12750,12750,970,de Instrução e Julgamento,A,N,N,N,N,N,N,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
657,14:48:970:12751,12751,970,de Julgamento,A,N,N,N,N,N,N,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
658,14:48:970:12752,12752,970,de Mediação,A,N,N,N,N,N,N,S,S,S,S,S,S,N,S,S,S,S,N,N,S,S,S,N,S,S,N,N,N,N,S,S,N,N,N
659,14:48:970:12753,12753,970,Preliminar,A,N,N,N,N,N,N,S,S,N,S,S,S,N,S,S,S,N,N,N,S,S,S,N,S,S,N,N,N,N,S,S,S,S,S
660,14:48:12759,12759,48,Realização de Procedimento Restaurativo,A,S,S,S,S,S,S,S,S,S,S,S,S,N,S,S,S,S,S,S,S,S,S,S,N,S,S,S,S,S,S,S,S,S,S
661,1:3:12765:12766,12766,12765,Por Divergência de Entendimento com o STF,A,S,N,N,S,S,S,S,N,S,N,S,N,N,N,S,N,S,S,S,N,S,S,N,N,S,N,N,N,S,N,S,N,S,S
662,1:3:12765:12767,12767,12765,Por Divergência de Entendimento com Tribunal Superior,A,S,N,N,S,S,S,S,N,S,N,S,N,N,N,S,N,S,S,S,N,S,N,N,N,N,N,N,N,N,N,S,N,S,N
663,1:3:12768,12768,3,Manutenção de Acórdão,A,S,S,S,S,S,S,S,N,S,N,S,N,,N,S,N,S,S,S,N,S,S,N,N,S,N,N,N,S,N,S,N,S,S
664,1:3:12769,12769,3,Desclassificação de Delito,A,S,S,S,S,S,S,S,N,N,S,S,N,N,S,S,N,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,N,N,N
665,1:193:385:12661:12792,12792,12661,Procedência da Impugnação (Registro Cassado),A,N,N,N,N,N,N,N,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S
666,14,14,0,Serventuário,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,14:15,15,14,Contador,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,14:18,18,14,Distribuidor,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,14:104,104,14,Oficial de Justiça,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,1:11009:11021,11021,11009,Conversão,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,1:11009:11023,11023,11009,Concessão,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,14:865:12029,12029,865,Recebe Teste,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,14:48:12101,12101,48,Inclusão do processo para julgamento eletrônico,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,14:48:12102,12102,48,"Adiamento do julgamento (CPC, art. 935)",A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,1:3:12163,12163,3,Outras Decisões,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,1:3:160:12262,12262,160,Emenda a inicial,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,14:48:12276:12279,12279,12276,Fim,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,1:193:385:12450,12450,385,impugnação à execução,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,14:12522:12525:12526:12535,12535,12526,Frutífera,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,14:12522:12525:12526:12536,12536,12526,Infrutífera,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,14:12522:12525:12527:12537,12537,12527,Não-realizada,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,14:12522:12525:12527:12537:12538,12538,12537,Infrutífera,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,14:12522:12525:12527:12539,12539,12527,Infrutífera,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684,14:12522:12525:12527:12540,12540,12527,Frutífera,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,14:12522:12525:12526:12610,12610,12526,Parcial,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,14:12522:12525:12527:12611,12611,12527,Parcial,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,14:48:12655:12656,12656,12655,Partido Movimentado,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,1:193:385:12661:12670:12671,12671,12670,Procedência em Parte da Impugnação (Registro Cassado),I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,1:193:385:12678,12678,385,Registro de Candidatura,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,1:193:218:12709,12709,218,Registro de Candidatura,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691,14:48:970:12747:12748,12748,12747,de Instrução,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,1:3:12765,12765,3,Envio para Juízo de Retratação ,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
